text,compound,positive,negative,neutral
El Salvador's President Nayib Bukele has made good on his promise to adopt Bitcoin as legal tender. Officials in the Central American country's congress voted to accept the cryptocurrency by a majori… [+1414 chars],0.8402,0.282,0.0,0.718
